"","Team","Value","Squad size","Date"
"1","Hull City","€25.95m",28,"2012-01-01"
"2","Ipswich Town","€25.65m",24,"2012-01-01"
"3","Blackpool FC","€30.30m",29,"2012-01-01"
"4","Sunderland AFC","€107.70m",27,"2012-01-01"
"5","Shrewsbury Town","€3.80m",23,"2012-01-01"
"6","Charlton Athletic","€13.18m",30,"2012-01-01"
"7","Fleetwood Town","€850Th.",35,"2012-01-01"
"8","Milton Keynes Dons","€6.55m",23,"2012-01-01"
"9","Oxford United","€6.28m",29,"2012-01-01"
"10","Wigan Athletic","€70.80m",25,"2012-01-01"
"11","Swindon Town","€5.40m",29,"2012-01-01"
"12","Doncaster Rovers","€22.50m",36,"2012-01-01"
"13","Portsmouth FC","€27.08m",21,"2012-01-01"
"14","Burton Albion","€3.10m",27,"2012-01-01"
"15","Gillingham FC","€3.73m",29,"2012-01-01"
"16","Bristol Rovers","€5.00m",27,"2012-01-01"
"17","Plymouth Argyle","€4.78m",27,"2012-01-01"
"18","Northampton Town","€3.75m",28,"2012-01-01"
"19","Lincoln City","€1.85m",28,"2012-01-01"
"20","Peterborough United","€6.65m",22,"2012-01-01"
"21","Rochdale AFC","€5.23m",28,"2012-01-01"
"22","Crewe Alexandra","€1.10m",28,"2012-01-01"
"23","AFC Wimbledon","€775Th.",25,"2012-01-01"
"24","Accrington Stanley","€2.20m",24,"2012-01-01"
