"","Team","Value","Squad size","Date"
"1","Liverpool FC","€285.50m",23,"2013-11-15"
"2","Manchester City","€472.75m",24,"2013-11-15"
"3","Chelsea FC","€458.75m",25,"2013-11-15"
"4","Manchester United","€407.50m",29,"2013-11-15"
"5","Tottenham Hotspur","€313.00m",24,"2013-11-15"
"6","Arsenal FC","€355.50m",28,"2013-11-15"
"7","Everton FC","€168.25m",26,"2013-11-15"
"8","Leicester City","€26.60m",23,"2013-11-15"
"9","Wolverhampton Wanderers","€22.25m",26,"2013-11-15"
"10","Aston Villa","€104.25m",27,"2013-11-15"
"11","West Ham United","€96.00m",26,"2013-11-15"
"12","Newcastle United","€165.50m",24,"2013-11-15"
"13","Southampton FC","€112.50m",24,"2013-11-15"
"14","Brighton & Hove Albion","€29.08m",30,"2013-11-15"
"15","Fulham FC","€88.50m",25,"2013-11-15"
"16","Crystal Palace","€59.25m",32,"2013-11-15"
"17","Leeds United","€22.18m",28,"2013-11-15"
"18","Sheffield United","€10.38m",29,"2013-11-15"
"19","Burnley FC","€18.48m",22,"2013-11-15"
"20","West Bromwich Albion","€96.75m",26,"2013-11-15"
