"Team","Value","Squad size","Date"
"Liverpool FC","£821.70m",25,"2018-11-15"
"Manchester City","£982.35m",26,"2018-11-15"
"Chelsea FC","£802.58m",27,"2018-11-15"
"Manchester United","£751.50m",26,"2018-11-15"
"Tottenham Hotspur","£753.75m",26,"2018-11-15"
"Arsenal FC","£516.60m",25,"2018-11-15"
"Everton FC","£383.40m",28,"2018-11-15"
"Leicester City","£310.05m",28,"2018-11-15"
"Wolverhampton Wanderers","£196.20m",23,"2018-11-15"
"Aston Villa","£98.78m",26,"2018-11-15"
"West Ham United","£258.75m",26,"2018-11-15"
"Newcastle United","£156.60m",25,"2018-11-15"
"Brighton & Hove Albion","£159.30m",24,"2018-11-15"
"Southampton FC","£239.49m",25,"2018-11-15"
"Crystal Palace","£197.33m",26,"2018-11-15"
"Fulham FC","£225.45m",25,"2018-11-15"
"Leeds United","£57.69m",24,"2018-11-15"
"Sheffield United","£29.43m",25,"2018-11-15"
"Burnley FC","£163.58m",24,"2018-11-15"
"West Bromwich Albion","£97.38m",25,"2018-11-15"
