"Team","Value","Squad size","Date"
"AFC Bournemouth","£5.83m",32,"2013-06-01"
"Norwich City","£62.78m",29,"2013-06-01"
"Watford FC","£22.82m",33,"2013-06-01"
"Brentford FC","£4.01m",22,"2013-06-01"
"Cardiff City","£29.66m",31,"2013-06-01"
"Bristol City","£15.21m",27,"2013-06-01"
"Swansea City","£80.55m",25,"2013-06-01"
"Stoke City","£91.13m",27,"2013-06-01"
"Reading FC","£41.40m",30,"2013-06-01"
"Blackburn Rovers","£42.80m",31,"2013-06-01"
"Nottingham Forest","£19.80m",26,"2013-06-01"
"Middlesbrough FC","£22.68m",30,"2013-06-01"
"Derby County","£14.40m",30,"2013-06-01"
"Huddersfield Town","£9.79m",26,"2013-06-01"
"Birmingham City","£17.51m",23,"2013-06-01"
"Millwall FC","£10.80m",27,"2013-06-01"
"Sheffield Wednesday","£11.16m",26,"2013-06-01"
"Preston North End","£4.91m",24,"2013-06-01"
"Queens Park Rangers","£92.48m",27,"2013-06-01"
"Barnsley FC","£7.70m",30,"2013-06-01"
"Luton Town","£2.12m",29,"2013-06-01"
"Coventry City","£7.79m",27,"2013-06-01"
"Rotherham United","£6.19m",22,"2013-06-01"
"Wycombe Wanderers","£3.20m",29,"2013-06-01"
