"Team","Value","Squad size","Date"
"Liverpool FC","£221.18m",26,"2011-06-15"
"Manchester City","£351.23m",31,"2011-06-15"
"Chelsea FC","£381.78m",29,"2011-06-15"
"Manchester United","£348.48m",31,"2011-06-15"
"Tottenham Hotspur","£272.90m",33,"2011-06-15"
"Arsenal FC","£288.45m",27,"2011-06-15"
"Everton FC","£155.34m",23,"2011-06-15"
"Leicester City","£22.66m",35,"2011-06-15"
"Wolverhampton Wanderers","£63.27m",30,"2011-06-15"
"Aston Villa","£155.75m",30,"2011-06-15"
"West Ham United","£99.68m",30,"2011-06-15"
"Newcastle United","£77.38m",29,"2011-06-15"
"Brighton & Hove Albion","£5.09m",27,"2011-06-15"
"Southampton FC","£15.23m",34,"2011-06-15"
"Fulham FC","£88.88m",27,"2011-06-15"
"Crystal Palace","£13.66m",29,"2011-06-15"
"Leeds United","£18.16m",25,"2011-06-15"
"Sheffield United","£14.83m",28,"2011-06-15"
"Burnley FC","£32.83m",31,"2011-06-15"
"West Bromwich Albion","£68.74m",31,"2011-06-15"
