"Team","Value","Squad size","Date"
"Salford City","£5.20m",28,"2020-02-01"
"Southend United","£3.85m",22,"2020-02-01"
"Bolton Wanderers","£6.12m",29,"2020-02-01"
"Oldham Athletic","£4.95m",32,"2020-02-01"
"Tranmere Rovers","£2.99m",30,"2020-02-01"
"Morecambe FC","£2.77m",31,"2020-02-01"
"Grimsby Town","£2.18m",26,"2020-02-01"
"Colchester United","£2.77m",24,"2020-02-01"
"Leyton Orient","£4.59m",30,"2020-02-01"
"Mansfield Town","£2.36m",24,"2020-02-01"
"Bradford City","£3.58m",29,"2020-02-01"
"Scunthorpe United","£4.01m",27,"2020-02-01"
"Barrow AFC","£923Th.",22,"2020-02-01"
"Port Vale FC","£2.07m",29,"2020-02-01"
"Cheltenham Town","£2.48m",28,"2020-02-01"
"Exeter City","£3.15m",28,"2020-02-01"
"Carlisle United","£2.34m",25,"2020-02-01"
"Crawley Town","£1.62m",29,"2020-02-01"
"Newport County","£1.87m",26,"2020-02-01"
"Cambridge United","£1.82m",28,"2020-02-01"
"Walsall FC","£2.14m",28,"2020-02-01"
"Forest Green Rovers","£3.33m",30,"2020-02-01"
"Stevenage FC","£2.99m",36,"2020-02-01"
"Harrogate Town","£473Th.",19,"2020-02-01"
