"","Team","Value","Squad size","Date"
"1","Hull City","€13.23m",22,"2020-08-15"
"2","Ipswich Town","€10.23m",26,"2020-08-15"
"3","Blackpool FC","€6.55m",25,"2020-08-15"
"4","Sunderland AFC","€8.60m",20,"2020-08-15"
"5","Shrewsbury Town","€5.18m",20,"2020-08-15"
"6","Charlton Athletic","€8.08m",19,"2020-08-15"
"7","Fleetwood Town","€3.23m",21,"2020-08-15"
"8","Milton Keynes Dons","€4.10m",19,"2020-08-15"
"9","Oxford United","€5.05m",23,"2020-08-15"
"10","Wigan Athletic","€16.83m",23,"2020-08-15"
"11","Swindon Town","€3.68m",23,"2020-08-15"
"12","Doncaster Rovers","€2.05m",16,"2020-08-15"
"13","Portsmouth FC","€2.90m",19,"2020-08-15"
"14","Burton Albion","€4.50m",25,"2020-08-15"
"15","Gillingham FC","€2.40m",16,"2020-08-15"
"16","Bristol Rovers","€3.80m",28,"2020-08-15"
"17","Plymouth Argyle","€2.45m",20,"2020-08-15"
"18","Northampton Town","€2.10m",21,"2020-08-15"
"19","Lincoln City","€3.18m",20,"2020-08-15"
"20","Peterborough United","€4.08m",29,"2020-08-15"
"21","Rochdale AFC","€1.90m",18,"2020-08-15"
"22","Crewe Alexandra","€1.40m",23,"2020-08-15"
"23","AFC Wimbledon","€1.50m",22,"2020-08-15"
"24","Accrington Stanley","€950Th.",22,"2020-08-15"
