"Team","Value","Squad size","Date"
"Liverpool FC","£493.20m",25,"2018-03-01"
"Manchester City","£713.25m",22,"2018-03-01"
"Chelsea FC","£626.18m",24,"2018-03-01"
"Manchester United","£667.35m",27,"2018-03-01"
"Tottenham Hotspur","£635.40m",24,"2018-03-01"
"Arsenal FC","£443.21m",24,"2018-03-01"
"Everton FC","£308.93m",29,"2018-03-01"
"Leicester City","£190.80m",23,"2018-03-01"
"Wolverhampton Wanderers","£87.30m",24,"2018-03-01"
"Aston Villa","£79.20m",29,"2018-03-01"
"West Ham United","£191.70m",24,"2018-03-01"
"Newcastle United","£141.44m",25,"2018-03-01"
"Brighton & Hove Albion","£104.40m",27,"2018-03-01"
"Southampton FC","£210.24m",25,"2018-03-01"
"Crystal Palace","£172.31m",28,"2018-03-01"
"Fulham FC","£96.30m",24,"2018-03-01"
"Leeds United","£47.48m",29,"2018-03-01"
"Sheffield United","£18.97m",27,"2018-03-01"
"Burnley FC","£113.72m",27,"2018-03-01"
"West Bromwich Albion","£154.53m",25,"2018-03-01"
