"","Team","Value","Squad size","Date"
"1","Liverpool FC","€241.50m",23,"2011-03-01"
"2","Manchester City","€366.75m",25,"2011-03-01"
"3","Chelsea FC","€408.50m",22,"2011-03-01"
"4","Manchester United","€374.70m",28,"2011-03-01"
"5","Tottenham Hotspur","€283.10m",28,"2011-03-01"
"6","Arsenal FC","€308.50m",23,"2011-03-01"
"7","Everton FC","€158.00m",19,"2011-03-01"
"8","Leicester City","€37.80m",29,"2011-03-01"
"9","Wolverhampton Wanderers","€74.00m",28,"2011-03-01"
"10","Aston Villa","€155.50m",25,"2011-03-01"
"11","West Ham United","€126.50m",31,"2011-03-01"
"12","Newcastle United","€92.25m",25,"2011-03-01"
"13","Southampton FC","€17.03m",29,"2011-03-01"
"14","Brighton & Hove Albion","€6.45m",29,"2011-03-01"
"15","Fulham FC","€100.75m",26,"2011-03-01"
"16","Crystal Palace","€19.65m",30,"2011-03-01"
"17","Leeds United","€23.43m",26,"2011-03-01"
"18","Sheffield United","€24.53m",35,"2011-03-01"
"19","Burnley FC","€32.73m",29,"2011-03-01"
"20","West Bromwich Albion","€76.25m",24,"2011-03-01"
