"Team","Value","Squad size","Date"
"Ipswich Town","£16.92m",26,"2014-11-15"
"Hull City","£87.98m",25,"2014-11-15"
"Sunderland AFC","£80.15m",25,"2014-11-15"
"Blackpool FC","£13.66m",29,"2014-11-15"
"Charlton Athletic","£18.95m",29,"2014-11-15"
"Milton Keynes Dons","£6.53m",23,"2014-11-15"
"Portsmouth FC","£4.30m",29,"2014-11-15"
"Fleetwood Town","£4.23m",26,"2014-11-15"
"Shrewsbury Town","£3.44m",24,"2014-11-15"
"Swindon Town","£3.24m",27,"2014-11-15"
"Oxford United","£2.45m",29,"2014-11-15"
"Wigan Athletic","£41.54m",28,"2014-11-15"
"Lincoln City","£405Th.",21,"2014-11-15"
"Doncaster Rovers","£4.77m",23,"2014-11-15"
"Gillingham FC","£2.48m",27,"2014-11-15"
"Bristol Rovers","£1.35m",24,"2014-11-15"
"Plymouth Argyle","£1.69m",24,"2014-11-15"
"Burton Albion","£1.97m",23,"2014-11-15"
"Crewe Alexandra","£3.20m",28,"2014-11-15"
"Northampton Town","£4.21m",29,"2014-11-15"
"Peterborough United","£4.61m",20,"2014-11-15"
"Rochdale AFC","£3.22m",25,"2014-11-15"
"AFC Wimbledon","£2.54m",28,"2014-11-15"
"Accrington Stanley","£1.44m",27,"2014-11-15"
