"","Team","Value","Squad size","Date"
"1","Liverpool FC","€1.19bn",24,"2020-02-01"
"2","Manchester City","€1.29bn",24,"2020-02-01"
"3","Chelsea FC","€843.25m",25,"2020-02-01"
"4","Manchester United","€800.75m",26,"2020-02-01"
"5","Tottenham Hotspur","€889.50m",24,"2020-02-01"
"6","Arsenal FC","€694.55m",27,"2020-02-01"
"7","Everton FC","€475.70m",24,"2020-02-01"
"8","Leicester City","€501.25m",26,"2020-02-01"
"9","Wolverhampton Wanderers","€335.95m",25,"2020-02-01"
"10","Aston Villa","€261.40m",27,"2020-02-01"
"11","West Ham United","€358.75m",26,"2020-02-01"
"12","Newcastle United","€308.83m",31,"2020-02-01"
"13","Southampton FC","€222.00m",22,"2020-02-01"
"14","Brighton & Hove Albion","€233.75m",27,"2020-02-01"
"15","Fulham FC","€147.25m",29,"2020-02-01"
"16","Crystal Palace","€230.05m",23,"2020-02-01"
"17","Leeds United","€93.60m",26,"2020-02-01"
"18","Sheffield United","€142.85m",27,"2020-02-01"
"19","Burnley FC","€193.25m",24,"2020-02-01"
"20","West Bromwich Albion","€96.80m",28,"2020-02-01"
