"","Team","Value","Squad size","Date"
"1","Hull City","€112.85m",29,"2017-04-15"
"2","Ipswich Town","€22.95m",32,"2017-04-15"
"3","Blackpool FC","€4.25m",28,"2017-04-15"
"4","Sunderland AFC","€102.00m",28,"2017-04-15"
"5","Shrewsbury Town","€3.70m",27,"2017-04-15"
"6","Charlton Athletic","€13.30m",26,"2017-04-15"
"7","Fleetwood Town","€4.00m",30,"2017-04-15"
"8","Milton Keynes Dons","€6.65m",24,"2017-04-15"
"9","Oxford United","€5.65m",24,"2017-04-15"
"10","Wigan Athletic","€19.40m",33,"2017-04-15"
"11","Swindon Town","€5.45m",26,"2017-04-15"
"12","Doncaster Rovers","€3.15m",24,"2017-04-15"
"13","Portsmouth FC","€4.25m",28,"2017-04-15"
"14","Burton Albion","€12.65m",26,"2017-04-15"
"15","Gillingham FC","€5.53m",29,"2017-04-15"
"16","Bristol Rovers","€3.23m",29,"2017-04-15"
"17","Plymouth Argyle","€3.95m",25,"2017-04-15"
"18","Northampton Town","€6.13m",26,"2017-04-15"
"19","Lincoln City","€1.18m",28,"2017-04-15"
"20","Peterborough United","€4.10m",23,"2017-04-15"
"21","Rochdale AFC","€4.05m",28,"2017-04-15"
"22","Crewe Alexandra","€2.53m",22,"2017-04-15"
"23","AFC Wimbledon","€3.53m",25,"2017-04-15"
"24","Accrington Stanley","€2.15m",26,"2017-04-15"
