"","Team","Value","Squad size","Date"
"1","Salford City","-",1,"2012-07-01"
"2","Southend United","€4.65m",33,"2012-07-01"
"3","Bolton Wanderers","€64.50m",27,"2012-07-01"
"4","Oldham Athletic","€4.10m",30,"2012-07-01"
"5","Tranmere Rovers","€2.95m",24,"2012-07-01"
"6","Morecambe FC","€2.90m",25,"2012-07-01"
"7","Grimsby Town","€1.30m",24,"2012-07-01"
"8","Colchester United","€6.50m",26,"2012-07-01"
"9","Leyton Orient","€6.18m",26,"2012-07-01"
"10","Mansfield Town","€2.55m",24,"2012-07-01"
"11","Bradford City","€5.70m",27,"2012-07-01"
"12","Scunthorpe United","€5.00m",25,"2012-07-01"
"13","Barrow AFC","€675Th.",21,"2012-07-01"
"14","Port Vale FC","€2.65m",24,"2012-07-01"
"15","Cheltenham Town","€2.63m",20,"2012-07-01"
"16","Exeter City","€6.05m",32,"2012-07-01"
"17","Carlisle United","€4.93m",24,"2012-07-01"
"18","Crawley Town","€3.20m",25,"2012-07-01"
"19","Newport County","€500Th.",25,"2012-07-01"
"20","Cambridge United","€375Th.",25,"2012-07-01"
"21","Walsall FC","€3.88m",24,"2012-07-01"
"22","Forest Green Rovers","€1.73m",27,"2012-07-01"
"23","Stevenage FC","€4.60m",25,"2012-07-01"
"24","Harrogate Town","€425Th.",22,"2012-07-01"
