"","Team","Value","Squad size","Date"
"1","Hull City","€63.03m",22,"2016-07-15"
"2","Ipswich Town","€17.25m",25,"2016-07-15"
"3","Blackpool FC","€3.15m",21,"2016-07-15"
"4","Sunderland AFC","€82.50m",22,"2016-07-15"
"5","Shrewsbury Town","€3.73m",24,"2016-07-15"
"6","Charlton Athletic","€14.40m",29,"2016-07-15"
"7","Fleetwood Town","€3.90m",31,"2016-07-15"
"8","Milton Keynes Dons","€4.80m",18,"2016-07-15"
"9","Oxford United","€3.63m",24,"2016-07-15"
"10","Wigan Athletic","€13.43m",30,"2016-07-15"
"11","Swindon Town","€2.18m",18,"2016-07-15"
"12","Doncaster Rovers","€4.03m",25,"2016-07-15"
"13","Portsmouth FC","€3.65m",27,"2016-07-15"
"14","Burton Albion","€4.63m",18,"2016-07-15"
"15","Gillingham FC","€3.78m",24,"2016-07-15"
"16","Bristol Rovers","€2.23m",29,"2016-07-15"
"17","Plymouth Argyle","€3.10m",19,"2016-07-15"
"18","Northampton Town","€4.28m",21,"2016-07-15"
"19","Lincoln City","€750Th.",20,"2016-07-15"
"20","Peterborough United","€5.10m",30,"2016-07-15"
"21","Rochdale AFC","€3.35m",23,"2016-07-15"
"22","Crewe Alexandra","€2.03m",21,"2016-07-15"
"23","AFC Wimbledon","€2.13m",22,"2016-07-15"
"24","Accrington Stanley","€1.25m",20,"2016-07-15"
