"","Team","Value","Squad size","Date"
"1","Salford City","€675Th.",11,"2015-06-15"
"2","Southend United","€2.98m",24,"2015-06-15"
"3","Bolton Wanderers","€24.18m",34,"2015-06-15"
"4","Oldham Athletic","€4.30m",24,"2015-06-15"
"5","Tranmere Rovers","€3.68m",23,"2015-06-15"
"6","Morecambe FC","€2.03m",25,"2015-06-15"
"7","Grimsby Town","€1.00m",22,"2015-06-15"
"8","Colchester United","€2.88m",26,"2015-06-15"
"9","Leyton Orient","€6.75m",26,"2015-06-15"
"10","Mansfield Town","€1.73m",26,"2015-06-15"
"11","Bradford City","€4.95m",22,"2015-06-15"
"12","Scunthorpe United","€4.68m",28,"2015-06-15"
"13","Barrow AFC","€850Th.",19,"2015-06-15"
"14","Port Vale FC","€3.40m",26,"2015-06-15"
"15","Cheltenham Town","€2.13m",23,"2015-06-15"
"16","Exeter City","€3.65m",27,"2015-06-15"
"17","Carlisle United","€3.70m",25,"2015-06-15"
"18","Crawley Town","€4.45m",25,"2015-06-15"
"19","Newport County","€1.20m",22,"2015-06-15"
"20","Cambridge United","€2.25m",25,"2015-06-15"
"21","Walsall FC","€3.13m",25,"2015-06-15"
"22","Forest Green Rovers","€1.83m",25,"2015-06-15"
"23","Stevenage FC","€2.35m",29,"2015-06-15"
"24","Harrogate Town","€2.73m",43,"2015-06-15"
