"Team","Value","Squad size","Date"
"Liverpool FC","£216.18m",23,"2011-05-15"
"Manchester City","£330.08m",25,"2011-05-15"
"Chelsea FC","£367.65m",22,"2011-05-15"
"Manchester United","£337.23m",28,"2011-05-15"
"Tottenham Hotspur","£254.79m",28,"2011-05-15"
"Arsenal FC","£283.05m",25,"2011-05-15"
"Everton FC","£142.74m",20,"2011-05-15"
"Leicester City","£35.73m",28,"2011-05-15"
"Wolverhampton Wanderers","£67.32m",29,"2011-05-15"
"Aston Villa","£141.35m",28,"2011-05-15"
"West Ham United","£109.58m",31,"2011-05-15"
"Newcastle United","£83.68m",29,"2011-05-15"
"Brighton & Hove Albion","£5.76m",28,"2011-05-15"
"Southampton FC","£15.23m",31,"2011-05-15"
"Fulham FC","£88.88m",25,"2011-05-15"
"Crystal Palace","£17.21m",30,"2011-05-15"
"Leeds United","£20.09m",25,"2011-05-15"
"Sheffield United","£19.78m",32,"2011-05-15"
"Burnley FC","£30.67m",30,"2011-05-15"
"West Bromwich Albion","£68.63m",25,"2011-05-15"
