"Team","Value","Squad size","Date"
"Ipswich Town","£17.42m",27,"2016-10-15"
"Hull City","£74.57m",26,"2016-10-15"
"Sunderland AFC","£85.05m",25,"2016-10-15"
"Blackpool FC","£3.04m",24,"2016-10-15"
"Charlton Athletic","£13.14m",29,"2016-10-15"
"Milton Keynes Dons","£5.90m",27,"2016-10-15"
"Portsmouth FC","£3.65m",30,"2016-10-15"
"Fleetwood Town","£4.66m",29,"2016-10-15"
"Shrewsbury Town","£4.93m",27,"2016-10-15"
"Swindon Town","£3.78m",24,"2016-10-15"
"Oxford United","£4.37m",29,"2016-10-15"
"Wigan Athletic","£19.10m",27,"2016-10-15"
"Lincoln City","£968Th.",25,"2016-10-15"
"Doncaster Rovers","£3.40m",27,"2016-10-15"
"Gillingham FC","£5.74m",30,"2016-10-15"
"Bristol Rovers","£3.51m",29,"2016-10-15"
"Plymouth Argyle","£3.76m",24,"2016-10-15"
"Burton Albion","£8.10m",26,"2016-10-15"
"Crewe Alexandra","£2.23m",21,"2016-10-15"
"Northampton Town","£4.41m",26,"2016-10-15"
"Peterborough United","£4.03m",25,"2016-10-15"
"Rochdale AFC","£3.67m",27,"2016-10-15"
"AFC Wimbledon","£2.95m",26,"2016-10-15"
"Accrington Stanley","£3.06m",30,"2016-10-15"
