"","Team","Value","Squad size","Date"
"1","AFC Bournemouth","€8.90m",29,"2013-07-15"
"2","Norwich City","€78.25m",25,"2013-07-15"
"3","Watford FC","€15.25m",20,"2013-07-15"
"4","Brentford FC","€5.15m",26,"2013-07-15"
"5","Cardiff City","€42.00m",26,"2013-07-15"
"6","Bristol City","€12.25m",23,"2013-07-15"
"7","Swansea City","€120.25m",27,"2013-07-15"
"8","Reading FC","€42.80m",26,"2013-07-15"
"9","Stoke City","€94.80m",25,"2013-07-15"
"10","Blackburn Rovers","€44.90m",32,"2013-07-15"
"11","Nottingham Forest","€23.50m",27,"2013-07-15"
"12","Middlesbrough FC","€25.95m",28,"2013-07-15"
"13","Derby County","€20.15m",30,"2013-07-15"
"14","Huddersfield Town","€13.30m",23,"2013-07-15"
"15","Birmingham City","€13.05m",24,"2013-07-15"
"16","Millwall FC","€12.60m",23,"2013-07-15"
"17","Sheffield Wednesday","€8.45m",21,"2013-07-15"
"18","Preston North End","€6.05m",25,"2013-07-15"
"19","Queens Park Rangers","€86.80m",27,"2013-07-15"
"20","Barnsley FC","€8.40m",22,"2013-07-15"
"21","Luton Town","€2.03m",27,"2013-07-15"
"22","Coventry City","€6.20m",24,"2013-07-15"
"23","Rotherham United","€6.50m",26,"2013-07-15"
"24","Wycombe Wanderers","€2.85m",27,"2013-07-15"
