"Team","Value","Squad size","Date"
"Liverpool FC","£887.36m",30,"2020-07-15"
"Manchester City","£883.76m",33,"2020-07-15"
"Chelsea FC","£747.41m",33,"2020-07-15"
"Manchester United","£593.71m",33,"2020-07-15"
"Tottenham Hotspur","£630.90m",26,"2020-07-15"
"Arsenal FC","£543.83m",29,"2020-07-15"
"Everton FC","£370.89m",28,"2020-07-15"
"Leicester City","£378.09m",29,"2020-07-15"
"Wolverhampton Wanderers","£266.40m",24,"2020-07-15"
"Aston Villa","£192.83m",27,"2020-07-15"
"West Ham United","£259.61m",24,"2020-07-15"
"Newcastle United","£218.43m",31,"2020-07-15"
"Southampton FC","£171.63m",25,"2020-07-15"
"Brighton & Hove Albion","£174.69m",31,"2020-07-15"
"Fulham FC","£102.24m",28,"2020-07-15"
"Crystal Palace","£152.91m",20,"2020-07-15"
"Leeds United","£68.49m",32,"2020-07-15"
"Sheffield United","£108.27m",25,"2020-07-15"
"Burnley FC","£130.52m",24,"2020-07-15"
"West Bromwich Albion","£71.71m",27,"2020-07-15"
