"Team","Value","Squad size","Date"
"Salford City","£630Th.",20,"2016-09-15"
"Southend United","£4.97m",23,"2016-09-15"
"Bolton Wanderers","£16.11m",24,"2016-09-15"
"Oldham Athletic","£4.05m",26,"2016-09-15"
"Tranmere Rovers","£990Th.",21,"2016-09-15"
"Morecambe FC","£2.14m",22,"2016-09-15"
"Grimsby Town","£2.21m",26,"2016-09-15"
"Colchester United","£2.68m",26,"2016-09-15"
"Leyton Orient","£5.00m",26,"2016-09-15"
"Mansfield Town","£2.36m",23,"2016-09-15"
"Bradford City","£5.67m",25,"2016-09-15"
"Scunthorpe United","£4.64m",26,"2016-09-15"
"Barrow AFC","£765Th.",23,"2016-09-15"
"Port Vale FC","£4.39m",30,"2016-09-15"
"Cheltenham Town","£1.24m",23,"2016-09-15"
"Exeter City","£3.71m",31,"2016-09-15"
"Carlisle United","£2.43m",22,"2016-09-15"
"Crawley Town","£2.99m",25,"2016-09-15"
"Newport County","£1.85m",26,"2016-09-15"
"Walsall FC","£2.90m",26,"2016-09-15"
"Forest Green Rovers","£2.03m",25,"2016-09-15"
"Stevenage FC","£2.36m",27,"2016-09-15"
"Cambridge United","£2.68m",26,"2016-09-15"
"Harrogate Town","£3.11m",50,"2016-09-15"
