"Team","Value","Squad size","Date"
"Liverpool FC","£229.95m",25,"2013-06-15"
"Manchester City","£391.28m",25,"2013-06-15"
"Chelsea FC","£371.03m",27,"2013-06-15"
"Manchester United","£399.83m",29,"2013-06-15"
"Tottenham Hotspur","£248.40m",27,"2013-06-15"
"Arsenal FC","£260.10m",27,"2013-06-15"
"Everton FC","£123.98m",23,"2013-06-15"
"Leicester City","£26.42m",29,"2013-06-15"
"Wolverhampton Wanderers","£45.45m",35,"2013-06-15"
"Aston Villa","£98.55m",28,"2013-06-15"
"West Ham United","£72.23m",23,"2013-06-15"
"Newcastle United","£160.20m",30,"2013-06-15"
"Brighton & Hove Albion","£19.89m",31,"2013-06-15"
"Southampton FC","£73.62m",29,"2013-06-15"
"Fulham FC","£74.25m",28,"2013-06-15"
"Crystal Palace","£18.23m",26,"2013-06-15"
"Leeds United","£19.67m",29,"2013-06-15"
"Sheffield United","£8.69m",27,"2013-06-15"
"Burnley FC","£18.63m",28,"2013-06-15"
"West Bromwich Albion","£64.35m",25,"2013-06-15"
