"Team","Value","Squad size","Date"
"AFC Bournemouth","£3.69m",25,"2011-05-15"
"Norwich City","£16.56m",32,"2011-05-15"
"Watford FC","£8.42m",25,"2011-05-15"
"Brentford FC","£5.76m",26,"2011-05-15"
"Cardiff City","£31.73m",29,"2011-05-15"
"Bristol City","£18.41m",28,"2011-05-15"
"Swansea City","£16.52m",27,"2011-05-15"
"Stoke City","£76.37m",26,"2011-05-15"
"Reading FC","£18.79m",30,"2011-05-15"
"Blackburn Rovers","£74.79m",27,"2011-05-15"
"Nottingham Forest","£30.42m",27,"2011-05-15"
"Middlesbrough FC","£30.87m",28,"2011-05-15"
"Derby County","£14.58m",33,"2011-05-15"
"Huddersfield Town","£9.11m",25,"2011-05-15"
"Birmingham City","£81.68m",26,"2011-05-15"
"Millwall FC","£9.34m",26,"2011-05-15"
"Sheffield Wednesday","£16.11m",28,"2011-05-15"
"Preston North End","£17.96m",33,"2011-05-15"
"Queens Park Rangers","£35.42m",33,"2011-05-15"
"Barnsley FC","£13.73m",26,"2011-05-15"
"Luton Town","£2.05m",33,"2011-05-15"
"Coventry City","£14.24m",28,"2011-05-15"
"Rotherham United","£2.86m",27,"2011-05-15"
"Wycombe Wanderers","£3.83m",28,"2011-05-15"
