"","Team","Value","Squad size","Date"
"1","Hull City","€33.35m",27,"2013-02-15"
"2","Ipswich Town","€20.60m",26,"2013-02-15"
"3","Blackpool FC","€26.78m",34,"2013-02-15"
"4","Sunderland AFC","€119.50m",23,"2013-02-15"
"5","Shrewsbury Town","€4.40m",25,"2013-02-15"
"6","Charlton Athletic","€10.88m",29,"2013-02-15"
"7","Fleetwood Town","€3.28m",31,"2013-02-15"
"8","Milton Keynes Dons","€6.33m",25,"2013-02-15"
"9","Oxford United","€3.25m",25,"2013-02-15"
"10","Wigan Athletic","€73.25m",26,"2013-02-15"
"11","Swindon Town","€3.80m",21,"2013-02-15"
"12","Doncaster Rovers","€7.65m",25,"2013-02-15"
"13","Portsmouth FC","€4.20m",19,"2013-02-15"
"14","Burton Albion","€3.24m",26,"2013-02-15"
"15","Gillingham FC","€2.80m",24,"2013-02-15"
"16","Bristol Rovers","€3.75m",29,"2013-02-15"
"17","Plymouth Argyle","€3.95m",27,"2013-02-15"
"18","Northampton Town","€3.95m",22,"2013-02-15"
"19","Lincoln City","€925Th.",32,"2013-02-15"
"20","Peterborough United","€9.20m",30,"2013-02-15"
"21","Rochdale AFC","€2.65m",25,"2013-02-15"
"22","Crewe Alexandra","€2.25m",25,"2013-02-15"
"23","AFC Wimbledon","€2.95m",30,"2013-02-15"
"24","Accrington Stanley","€3.33m",25,"2013-02-15"
