"","Team","Value","Squad size","Date"
"1","Liverpool FC","€235.00m",24,"2012-03-01"
"2","Manchester City","€467.00m",24,"2012-03-01"
"3","Chelsea FC","€381.00m",25,"2012-03-01"
"4","Manchester United","€415.00m",27,"2012-03-01"
"5","Tottenham Hotspur","€269.50m",27,"2012-03-01"
"6","Arsenal FC","€299.25m",27,"2012-03-01"
"7","Everton FC","€147.00m",24,"2012-03-01"
"8","Leicester City","€36.35m",32,"2012-03-01"
"9","Wolverhampton Wanderers","€81.25m",24,"2012-03-01"
"10","Aston Villa","€129.25m",25,"2012-03-01"
"11","West Ham United","€62.45m",29,"2012-03-01"
"12","Newcastle United","€134.50m",27,"2012-03-01"
"13","Southampton FC","€27.78m",29,"2012-03-01"
"14","Brighton & Hove Albion","€17.08m",31,"2012-03-01"
"15","Fulham FC","€99.00m",28,"2012-03-01"
"16","Crystal Palace","€22.05m",33,"2012-03-01"
"17","Leeds United","€19.10m",26,"2012-03-01"
"18","Sheffield United","€17.45m",28,"2012-03-01"
"19","Burnley FC","€22.58m",24,"2012-03-01"
"20","West Bromwich Albion","€72.25m",24,"2012-03-01"
