"Team","Value","Squad size","Date"
"Ipswich Town","£19.17m",26,"2015-11-01"
"Hull City","£59.33m",26,"2015-11-01"
"Sunderland AFC","£91.58m",26,"2015-11-01"
"Blackpool FC","£3.31m",25,"2015-11-01"
"Charlton Athletic","£20.03m",26,"2015-11-01"
"Milton Keynes Dons","£8.35m",29,"2015-11-01"
"Portsmouth FC","£4.66m",26,"2015-11-01"
"Fleetwood Town","£3.40m",31,"2015-11-01"
"Shrewsbury Town","£4.79m",28,"2015-11-01"
"Swindon Town","£4.68m",30,"2015-11-01"
"Oxford United","£2.00m",25,"2015-11-01"
"Wigan Athletic","£10.44m",29,"2015-11-01"
"Lincoln City","£653Th.",21,"2015-11-01"
"Doncaster Rovers","£4.95m",25,"2015-11-01"
"Gillingham FC","£1.85m",29,"2015-11-01"
"Bristol Rovers","£1.31m",27,"2015-11-01"
"Plymouth Argyle","£2.12m",21,"2015-11-01"
"Burton Albion","£3.11m",29,"2015-11-01"
"Crewe Alexandra","£2.57m",29,"2015-11-01"
"Northampton Town","£3.35m",24,"2015-11-01"
"Peterborough United","£4.66m",27,"2015-11-01"
"Rochdale AFC","£3.17m",26,"2015-11-01"
"AFC Wimbledon","£2.07m",23,"2015-11-01"
"Accrington Stanley","£810Th.",27,"2015-11-01"
