"","Team","Value","Squad size","Date"
"1","Salford City","€775Th.",26,"2018-04-01"
"2","Southend United","€5.40m",28,"2018-04-01"
"3","Bolton Wanderers","€22.55m",29,"2018-04-01"
"4","Oldham Athletic","€7.58m",28,"2018-04-01"
"5","Tranmere Rovers","€2.00m",31,"2018-04-01"
"6","Morecambe FC","€2.68m",27,"2018-04-01"
"7","Grimsby Town","€3.75m",32,"2018-04-01"
"8","Colchester United","€3.53m",24,"2018-04-01"
"9","Leyton Orient","€2.58m",29,"2018-04-01"
"10","Mansfield Town","€4.35m",28,"2018-04-01"
"11","Bradford City","€5.53m",33,"2018-04-01"
"12","Scunthorpe United","€6.75m",28,"2018-04-01"
"13","Barrow AFC","€1.60m",20,"2018-04-01"
"14","Port Vale FC","€2.28m",33,"2018-04-01"
"15","Cheltenham Town","€2.75m",28,"2018-04-01"
"16","Exeter City","€4.25m",36,"2018-04-01"
"17","Carlisle United","€3.00m",28,"2018-04-01"
"18","Crawley Town","€2.98m",24,"2018-04-01"
"19","Newport County","€2.05m",23,"2018-04-01"
"20","Cambridge United","€2.60m",25,"2018-04-01"
"21","Walsall FC","€4.48m",24,"2018-04-01"
"22","Forest Green Rovers","€2.48m",29,"2018-04-01"
"23","Stevenage FC","€2.23m",28,"2018-04-01"
"24","Harrogate Town","€925Th.",25,"2018-04-01"
