"","Team","Value","Squad size","Date"
"1","Liverpool FC","€367.25m",29,"2015-08-01"
"2","Manchester City","€438.25m",25,"2015-08-01"
"3","Chelsea FC","€565.50m",30,"2015-08-01"
"4","Manchester United","€457.25m",31,"2015-08-01"
"5","Tottenham Hotspur","€287.10m",28,"2015-08-01"
"6","Arsenal FC","€409.00m",27,"2015-08-01"
"7","Everton FC","€178.75m",23,"2015-08-01"
"8","Leicester City","€78.00m",23,"2015-08-01"
"9","Wolverhampton Wanderers","€18.35m",30,"2015-08-01"
"10","Aston Villa","€101.05m",30,"2015-08-01"
"11","West Ham United","€144.50m",26,"2015-08-01"
"12","Newcastle United","€158.50m",31,"2015-08-01"
"13","Southampton FC","€179.75m",26,"2015-08-01"
"14","Brighton & Hove Albion","€23.25m",29,"2015-08-01"
"15","Fulham FC","€38.40m",31,"2015-08-01"
"16","Crystal Palace","€114.00m",31,"2015-08-01"
"17","Leeds United","€20.65m",23,"2015-08-01"
"18","Sheffield United","€11.55m",30,"2015-08-01"
"19","Burnley FC","€38.65m",27,"2015-08-01"
"20","West Bromwich Albion","€77.50m",22,"2015-08-01"
