"Team","Value","Squad size","Date"
"AFC Bournemouth","£5.76m",32,"2012-08-01"
"Norwich City","£55.80m",28,"2012-08-01"
"Watford FC","£14.15m",29,"2012-08-01"
"Brentford FC","£3.60m",21,"2012-08-01"
"Stoke City","£68.42m",23,"2012-08-01"
"Bristol City","£12.51m",23,"2012-08-01"
"Nottingham Forest","£16.09m",21,"2012-08-01"
"Swansea City","£64.13m",26,"2012-08-01"
"Blackburn Rovers","£44.19m",28,"2012-08-01"
"Reading FC","£29.03m",25,"2012-08-01"
"Cardiff City","£19.35m",25,"2012-08-01"
"Middlesbrough FC","£26.66m",29,"2012-08-01"
"Huddersfield Town","£13.19m",29,"2012-08-01"
"Birmingham City","£22.95m",20,"2012-08-01"
"Derby County","£8.71m",23,"2012-08-01"
"Millwall FC","£12.02m",27,"2012-08-01"
"Preston North End","£5.04m",25,"2012-08-01"
"Sheffield Wednesday","£14.13m",29,"2012-08-01"
"Queens Park Rangers","£81.23m",31,"2012-08-01"
"Barnsley FC","£6.75m",24,"2012-08-01"
"Luton Town","£1.19m",23,"2012-08-01"
"Coventry City","£8.37m",25,"2012-08-01"
"Rotherham United","£4.93m",22,"2012-08-01"
"Wycombe Wanderers","£3.42m",29,"2012-08-01"
