"","Team","Value","Squad size","Date"
"1","Hull City","€44.95m",26,"2019-02-15"
"2","Ipswich Town","€23.55m",33,"2019-02-15"
"3","Blackpool FC","€5.13m",29,"2019-02-15"
"4","Sunderland AFC","€25.50m",28,"2019-02-15"
"5","Shrewsbury Town","€4.43m",30,"2019-02-15"
"6","Charlton Athletic","€10.80m",25,"2019-02-15"
"7","Fleetwood Town","€6.90m",22,"2019-02-15"
"8","Milton Keynes Dons","€6.80m",27,"2019-02-15"
"9","Oxford United","€8.20m",26,"2019-02-15"
"10","Wigan Athletic","€23.20m",30,"2019-02-15"
"11","Swindon Town","€3.88m",31,"2019-02-15"
"12","Doncaster Rovers","€3.00m",28,"2019-02-15"
"13","Portsmouth FC","€5.48m",28,"2019-02-15"
"14","Burton Albion","€5.65m",26,"2019-02-15"
"15","Gillingham FC","€4.48m",28,"2019-02-15"
"16","Bristol Rovers","€3.98m",26,"2019-02-15"
"17","Plymouth Argyle","€5.00m",31,"2019-02-15"
"18","Northampton Town","€3.93m",26,"2019-02-15"
"19","Lincoln City","€5.48m",26,"2019-02-15"
"20","Peterborough United","€7.85m",28,"2019-02-15"
"21","Rochdale AFC","€5.63m",27,"2019-02-15"
"22","Crewe Alexandra","€2.35m",23,"2019-02-15"
"23","AFC Wimbledon","€3.30m",28,"2019-02-15"
"24","Accrington Stanley","€2.83m",28,"2019-02-15"
