"","Team","Value","Squad size","Date"
"1","Liverpool FC","€330.25m",26,"2015-09-15"
"2","Manchester City","€480.85m",25,"2015-09-15"
"3","Chelsea FC","€531.75m",24,"2015-09-15"
"4","Manchester United","€377.25m",25,"2015-09-15"
"5","Tottenham Hotspur","€283.00m",24,"2015-09-15"
"6","Arsenal FC","€402.00m",25,"2015-09-15"
"7","Everton FC","€194.30m",28,"2015-09-15"
"8","Leicester City","€89.80m",23,"2015-09-15"
"9","Wolverhampton Wanderers","€20.70m",28,"2015-09-15"
"10","Aston Villa","€105.55m",28,"2015-09-15"
"11","West Ham United","€165.00m",27,"2015-09-15"
"12","Newcastle United","€157.50m",28,"2015-09-15"
"13","Southampton FC","€185.75m",27,"2015-09-15"
"14","Brighton & Hove Albion","€26.05m",27,"2015-09-15"
"15","Fulham FC","€29.15m",30,"2015-09-15"
"16","Crystal Palace","€117.00m",30,"2015-09-15"
"17","Leeds United","€20.70m",22,"2015-09-15"
"18","Sheffield United","€11.60m",30,"2015-09-15"
"19","Burnley FC","€37.40m",27,"2015-09-15"
"20","West Bromwich Albion","€93.50m",24,"2015-09-15"
