"Team","Value","Squad size","Date"
"Salford City","£90Th.",6,"2014-05-15"
"Southend United","£2.97m",26,"2014-05-15"
"Bolton Wanderers","£32.49m",24,"2014-05-15"
"Oldham Athletic","£4.46m",25,"2014-05-15"
"Tranmere Rovers","£2.54m",23,"2014-05-15"
"Morecambe FC","£1.96m",25,"2014-05-15"
"Grimsby Town","£698Th.",22,"2014-05-15"
"Colchester United","£3.29m",25,"2014-05-15"
"Leyton Orient","£5.78m",23,"2014-05-15"
"Mansfield Town","£1.37m",27,"2014-05-15"
"Bradford City","£5.96m",25,"2014-05-15"
"Scunthorpe United","£4.14m",28,"2014-05-15"
"Barrow AFC","£540Th.",20,"2014-05-15"
"Port Vale FC","£2.97m",23,"2014-05-15"
"Cheltenham Town","£1.42m",20,"2014-05-15"
"Exeter City","£2.68m",24,"2014-05-15"
"Carlisle United","£3.24m",26,"2014-05-15"
"Crawley Town","£3.35m",19,"2014-05-15"
"Newport County","£2.30m",28,"2014-05-15"
"Cambridge United","£855Th.",27,"2014-05-15"
"Walsall FC","£4.01m",27,"2014-05-15"
"Forest Green Rovers","£1.49m",25,"2014-05-15"
"Stevenage FC","£3.04m",28,"2014-05-15"
"Harrogate Town","£2.00m",34,"2014-05-15"
