"","Team","Value","Squad size","Date"
"1","Liverpool FC","€356.00m",26,"2015-11-01"
"2","Manchester City","€514.50m",24,"2015-11-01"
"3","Chelsea FC","€542.50m",25,"2015-11-01"
"4","Manchester United","€393.25m",25,"2015-11-01"
"5","Tottenham Hotspur","€297.00m",26,"2015-11-01"
"6","Arsenal FC","€402.00m",24,"2015-11-01"
"7","Everton FC","€208.25m",27,"2015-11-01"
"8","Leicester City","€99.50m",23,"2015-11-01"
"9","Wolverhampton Wanderers","€30.75m",27,"2015-11-01"
"10","Aston Villa","€120.00m",27,"2015-11-01"
"11","West Ham United","€166.50m",27,"2015-11-01"
"12","Newcastle United","€165.25m",28,"2015-11-01"
"13","Southampton FC","€193.75m",26,"2015-11-01"
"14","Brighton & Hove Albion","€29.10m",27,"2015-11-01"
"15","Fulham FC","€34.70m",30,"2015-11-01"
"16","Crystal Palace","€121.00m",28,"2015-11-01"
"17","Leeds United","€26.60m",22,"2015-11-01"
"18","Sheffield United","€11.60m",33,"2015-11-01"
"19","Burnley FC","€43.65m",27,"2015-11-01"
"20","West Bromwich Albion","€97.50m",24,"2015-11-01"
