"","Team","Value","Squad size","Date"
"1","Hull City","€44.15m",23,"2018-09-01"
"2","Ipswich Town","€14.58m",29,"2018-09-01"
"3","Blackpool FC","€4.83m",27,"2018-09-01"
"4","Sunderland AFC","€36.70m",26,"2018-09-01"
"5","Shrewsbury Town","€3.68m",29,"2018-09-01"
"6","Charlton Athletic","€10.65m",24,"2018-09-01"
"7","Fleetwood Town","€8.40m",27,"2018-09-01"
"8","Milton Keynes Dons","€6.00m",32,"2018-09-01"
"9","Oxford United","€6.70m",26,"2018-09-01"
"10","Wigan Athletic","€17.55m",31,"2018-09-01"
"11","Swindon Town","€3.20m",27,"2018-09-01"
"12","Doncaster Rovers","€3.30m",30,"2018-09-01"
"13","Portsmouth FC","€5.50m",25,"2018-09-01"
"14","Burton Albion","€6.53m",25,"2018-09-01"
"15","Gillingham FC","€2.85m",27,"2018-09-01"
"16","Bristol Rovers","€4.08m",26,"2018-09-01"
"17","Plymouth Argyle","€5.95m",34,"2018-09-01"
"18","Northampton Town","€4.25m",25,"2018-09-01"
"19","Lincoln City","€4.55m",24,"2018-09-01"
"20","Peterborough United","€4.85m",23,"2018-09-01"
"21","Rochdale AFC","€3.70m",27,"2018-09-01"
"22","Crewe Alexandra","€2.28m",29,"2018-09-01"
"23","AFC Wimbledon","€3.13m",25,"2018-09-01"
"24","Accrington Stanley","€2.28m",28,"2018-09-01"
