"Team","Value","Squad size","Date"
"Hull City","£63.27m",30,"2018-01-01"
"Ipswich Town","£18.99m",28,"2018-01-01"
"Blackpool FC","£4.07m",28,"2018-01-01"
"Sunderland AFC","£56.48m",27,"2018-01-01"
"Shrewsbury Town","£2.50m",22,"2018-01-01"
"Charlton Athletic","£7.83m",24,"2018-01-01"
"Fleetwood Town","£4.59m",27,"2018-01-01"
"Milton Keynes Dons","£6.03m",27,"2018-01-01"
"Oxford United","£6.14m",29,"2018-01-01"
"Wigan Athletic","£10.04m",28,"2018-01-01"
"Swindon Town","£2.95m",28,"2018-01-01"
"Doncaster Rovers","£3.26m",27,"2018-01-01"
"Portsmouth FC","£4.57m",26,"2018-01-01"
"Burton Albion","£10.94m",26,"2018-01-01"
"Gillingham FC","£3.17m",28,"2018-01-01"
"Bristol Rovers","£3.02m",23,"2018-01-01"
"Plymouth Argyle","£4.95m",28,"2018-01-01"
"Northampton Town","£6.35m",30,"2018-01-01"
"Lincoln City","£1.82m",22,"2018-01-01"
"Peterborough United","£4.10m",26,"2018-01-01"
"Rochdale AFC","£3.83m",27,"2018-01-01"
"Crewe Alexandra","£2.14m",27,"2018-01-01"
"AFC Wimbledon","£3.69m",28,"2018-01-01"
"Accrington Stanley","£1.69m",22,"2018-01-01"
