"","Team","Value","Squad size","Date"
"1","Salford City","€50Th.",3,"2013-10-01"
"2","Southend United","€3.28m",24,"2013-10-01"
"3","Bolton Wanderers","€42.25m",26,"2013-10-01"
"4","Oldham Athletic","€4.98m",25,"2013-10-01"
"5","Tranmere Rovers","€3.43m",23,"2013-10-01"
"6","Morecambe FC","€2.18m",22,"2013-10-01"
"7","Grimsby Town","€1.18m",21,"2013-10-01"
"8","Colchester United","€4.03m",27,"2013-10-01"
"9","Leyton Orient","€4.03m",21,"2013-10-01"
"10","Mansfield Town","€1.35m",28,"2013-10-01"
"11","Bradford City","€6.18m",22,"2013-10-01"
"12","Scunthorpe United","€3.95m",25,"2013-10-01"
"13","Barrow AFC","€575Th.",22,"2013-10-01"
"14","Port Vale FC","€3.83m",23,"2013-10-01"
"15","Cheltenham Town","€2.43m",22,"2013-10-01"
"16","Exeter City","€3.70m",24,"2013-10-01"
"17","Carlisle United","€3.25m",21,"2013-10-01"
"18","Crawley Town","€2.90m",23,"2013-10-01"
"19","Newport County","€1.40m",23,"2013-10-01"
"20","Cambridge United","€550Th.",26,"2013-10-01"
"21","Walsall FC","€3.25m",26,"2013-10-01"
"22","Forest Green Rovers","€1.33m",29,"2013-10-01"
"23","Stevenage FC","€4.30m",23,"2013-10-01"
"24","Harrogate Town","€1.73m",34,"2013-10-01"
