"","Team","Value","Squad size","Date"
"1","Salford City","€625Th.",11,"2015-03-15"
"2","Southend United","€3.28m",24,"2015-03-15"
"3","Bolton Wanderers","€27.20m",32,"2015-03-15"
"4","Oldham Athletic","€5.18m",25,"2015-03-15"
"5","Tranmere Rovers","€3.75m",27,"2015-03-15"
"6","Morecambe FC","€1.98m",23,"2015-03-15"
"7","Grimsby Town","€1.00m",25,"2015-03-15"
"8","Colchester United","€3.68m",28,"2015-03-15"
"9","Leyton Orient","€7.25m",29,"2015-03-15"
"10","Mansfield Town","€1.98m",27,"2015-03-15"
"11","Bradford City","€5.90m",24,"2015-03-15"
"12","Scunthorpe United","€3.93m",26,"2015-03-15"
"13","Barrow AFC","€1.33m",29,"2015-03-15"
"14","Port Vale FC","€3.15m",24,"2015-03-15"
"15","Cheltenham Town","€3.18m",27,"2015-03-15"
"16","Exeter City","€3.65m",26,"2015-03-15"
"17","Carlisle United","€4.30m",28,"2015-03-15"
"18","Crawley Town","€4.23m",25,"2015-03-15"
"19","Newport County","€1.38m",23,"2015-03-15"
"20","Cambridge United","€2.75m",28,"2015-03-15"
"21","Walsall FC","€3.10m",24,"2015-03-15"
"22","Forest Green Rovers","€1.98m",23,"2015-03-15"
"23","Stevenage FC","€2.50m",30,"2015-03-15"
"24","Harrogate Town","€2.38m",38,"2015-03-15"
