"Team","Value","Squad size","Date"
"Hull City","£30.83m",29,"2013-02-01"
"Ipswich Town","£18.59m",27,"2013-02-01"
"Blackpool FC","£24.14m",35,"2013-02-01"
"Sunderland AFC","£107.55m",23,"2013-02-01"
"Charlton Athletic","£9.34m",29,"2013-02-01"
"Shrewsbury Town","£3.96m",25,"2013-02-01"
"Fleetwood Town","£2.95m",29,"2013-02-01"
"Milton Keynes Dons","£5.60m",24,"2013-02-01"
"Oxford United","£2.93m",25,"2013-02-01"
"Wigan Athletic","£65.93m",26,"2013-02-01"
"Swindon Town","£4.77m",24,"2013-02-01"
"Doncaster Rovers","£6.89m",25,"2013-02-01"
"Portsmouth FC","£3.24m",18,"2013-02-01"
"Burton Albion","£2.98m",27,"2013-02-01"
"Gillingham FC","£2.52m",24,"2013-02-01"
"Bristol Rovers","£3.38m",29,"2013-02-01"
"Northampton Town","£3.51m",22,"2013-02-01"
"Plymouth Argyle","£3.51m",27,"2013-02-01"
"Lincoln City","£1.04m",31,"2013-02-01"
"Peterborough United","£8.28m",29,"2013-02-01"
"Rochdale AFC","£2.03m",24,"2013-02-01"
"Crewe Alexandra","£2.03m",26,"2013-02-01"
"AFC Wimbledon","£2.48m",29,"2013-02-01"
"Accrington Stanley","£2.99m",28,"2013-02-01"
