"","Team","Value","Squad size","Date"
"1","Liverpool FC","€310.75m",26,"2015-02-15"
"2","Manchester City","€418.25m",23,"2015-02-15"
"3","Chelsea FC","€484.00m",25,"2015-02-15"
"4","Manchester United","€425.00m",25,"2015-02-15"
"5","Tottenham Hotspur","€262.75m",25,"2015-02-15"
"6","Arsenal FC","€390.25m",27,"2015-02-15"
"7","Everton FC","€179.25m",24,"2015-02-15"
"8","Leicester City","€63.25m",29,"2015-02-15"
"9","Wolverhampton Wanderers","€20.93m",28,"2015-02-15"
"10","Aston Villa","€104.50m",26,"2015-02-15"
"11","West Ham United","€118.75m",23,"2015-02-15"
"12","Newcastle United","€122.25m",27,"2015-02-15"
"13","Southampton FC","€189.50m",25,"2015-02-15"
"14","Brighton & Hove Albion","€21.40m",28,"2015-02-15"
"15","Fulham FC","€41.95m",32,"2015-02-15"
"16","Crystal Palace","€86.25m",29,"2015-02-15"
"17","Leeds United","€27.38m",30,"2015-02-15"
"18","Sheffield United","€10.55m",29,"2015-02-15"
"19","Burnley FC","€46.75m",24,"2015-02-15"
"20","West Bromwich Albion","€82.50m",23,"2015-02-15"
