"","Team","Value","Squad size","Date"
"1","AFC Bournemouth","€4.15m",29,"2011-10-01"
"2","Norwich City","€29.80m",27,"2011-10-01"
"3","Watford FC","€12.93m",25,"2011-10-01"
"4","Brentford FC","€6.33m",27,"2011-10-01"
"5","Cardiff City","€28.13m",28,"2011-10-01"
"6","Bristol City","€17.43m",28,"2011-10-01"
"7","Swansea City","€37.75m",28,"2011-10-01"
"8","Reading FC","€18.68m",31,"2011-10-01"
"9","Stoke City","€103.50m",26,"2011-10-01"
"10","Blackburn Rovers","€76.90m",27,"2011-10-01"
"11","Nottingham Forest","€30.00m",28,"2011-10-01"
"12","Middlesbrough FC","€29.73m",26,"2011-10-01"
"13","Derby County","€15.40m",28,"2011-10-01"
"14","Huddersfield Town","€9.68m",26,"2011-10-01"
"15","Birmingham City","€36.78m",25,"2011-10-01"
"16","Millwall FC","€12.70m",30,"2011-10-01"
"17","Sheffield Wednesday","€14.33m",27,"2011-10-01"
"18","Preston North End","€10.90m",28,"2011-10-01"
"19","Queens Park Rangers","€61.75m",33,"2011-10-01"
"20","Barnsley FC","€12.43m",27,"2011-10-01"
"21","Luton Town","€1.63m",29,"2011-10-01"
"22","Coventry City","€10.90m",25,"2011-10-01"
"23","Rotherham United","€3.55m",23,"2011-10-01"
"24","Wycombe Wanderers","€4.78m",25,"2011-10-01"
