"Team","Value","Squad size","Date"
"Ipswich Town","£15.80m",24,"2012-02-15"
"Hull City","£15.66m",30,"2012-02-15"
"Sunderland AFC","£102.83m",26,"2012-02-15"
"Blackpool FC","£20.48m",29,"2012-02-15"
"Charlton Athletic","£11.59m",28,"2012-02-15"
"Milton Keynes Dons","£6.32m",21,"2012-02-15"
"Portsmouth FC","£16.16m",20,"2012-02-15"
"Fleetwood Town","£608Th.",30,"2012-02-15"
"Shrewsbury Town","£3.42m",23,"2012-02-15"
"Swindon Town","£5.24m",31,"2012-02-15"
"Oxford United","£5.63m",27,"2012-02-15"
"Wigan Athletic","£65.70m",26,"2012-02-15"
"Lincoln City","£1.44m",28,"2012-02-15"
"Doncaster Rovers","£11.39m",31,"2012-02-15"
"Gillingham FC","£3.33m",29,"2012-02-15"
"Bristol Rovers","£4.48m",31,"2012-02-15"
"Plymouth Argyle","£5.02m",30,"2012-02-15"
"Burton Albion","£3.13m",27,"2012-02-15"
"Crewe Alexandra","£1.26m",28,"2012-02-15"
"Northampton Town","£6.32m",29,"2012-02-15"
"Peterborough United","£8.57m",19,"2012-02-15"
"Rochdale AFC","£4.50m",28,"2012-02-15"
"AFC Wimbledon","£1.19m",29,"2012-02-15"
"Accrington Stanley","£1.76m",22,"2012-02-15"
