"Team","Value","Squad size","Date"
"Ipswich Town","£22.46m",26,"2015-04-15"
"Hull City","£80.78m",26,"2015-04-15"
"Sunderland AFC","£76.28m",23,"2015-04-15"
"Blackpool FC","£7.09m",27,"2015-04-15"
"Charlton Athletic","£20.93m",30,"2015-04-15"
"Milton Keynes Dons","£10.17m",25,"2015-04-15"
"Portsmouth FC","£4.86m",28,"2015-04-15"
"Fleetwood Town","£3.56m",30,"2015-04-15"
"Shrewsbury Town","£3.47m",24,"2015-04-15"
"Swindon Town","£5.81m",25,"2015-04-15"
"Oxford United","£2.18m",26,"2015-04-15"
"Wigan Athletic","£26.01m",27,"2015-04-15"
"Lincoln City","£585Th.",24,"2015-04-15"
"Doncaster Rovers","£4.73m",24,"2015-04-15"
"Gillingham FC","£2.43m",25,"2015-04-15"
"Bristol Rovers","£1.69m",26,"2015-04-15"
"Plymouth Argyle","£1.96m",25,"2015-04-15"
"Burton Albion","£2.51m",27,"2015-04-15"
"Crewe Alexandra","£3.31m",27,"2015-04-15"
"Northampton Town","£3.96m",26,"2015-04-15"
"Peterborough United","£4.97m",24,"2015-04-15"
"Rochdale AFC","£3.26m",25,"2015-04-15"
"AFC Wimbledon","£1.46m",25,"2015-04-15"
"Accrington Stanley","£1.28m",27,"2015-04-15"
