"Team","Value","Squad size","Date"
"Hull City","£101.57m",29,"2017-05-15"
"Ipswich Town","£19.76m",31,"2017-05-15"
"Blackpool FC","£3.83m",28,"2017-05-15"
"Sunderland AFC","£91.80m",28,"2017-05-15"
"Charlton Athletic","£10.22m",26,"2017-05-15"
"Shrewsbury Town","£3.67m",27,"2017-05-15"
"Fleetwood Town","£4.86m",30,"2017-05-15"
"Milton Keynes Dons","£5.38m",26,"2017-05-15"
"Oxford United","£5.94m",24,"2017-05-15"
"Wigan Athletic","£17.46m",33,"2017-05-15"
"Swindon Town","£5.13m",26,"2017-05-15"
"Doncaster Rovers","£2.84m",24,"2017-05-15"
"Portsmouth FC","£3.78m",26,"2017-05-15"
"Burton Albion","£11.39m",26,"2017-05-15"
"Gillingham FC","£4.75m",28,"2017-05-15"
"Bristol Rovers","£3.22m",29,"2017-05-15"
"Northampton Town","£5.47m",26,"2017-05-15"
"Plymouth Argyle","£3.56m",25,"2017-05-15"
"Lincoln City","£1.06m",29,"2017-05-15"
"Peterborough United","£4.16m",22,"2017-05-15"
"Rochdale AFC","£3.83m",28,"2017-05-15"
"Crewe Alexandra","£2.27m",24,"2017-05-15"
"AFC Wimbledon","£3.58m",27,"2017-05-15"
"Accrington Stanley","£1.91m",25,"2017-05-15"
