"Team","Value","Squad size","Date"
"Salford City","£563Th.",11,"2015-04-15"
"Bolton Wanderers","£24.03m",32,"2015-04-15"
"Oldham Athletic","£5.42m",28,"2015-04-15"
"Barrow AFC","£1.19m",29,"2015-04-15"
"Morecambe FC","£2.23m",24,"2015-04-15"
"Mansfield Town","£1.76m",26,"2015-04-15"
"Tranmere Rovers","£3.69m",28,"2015-04-15"
"Grimsby Town","£1.13m",27,"2015-04-15"
"Leyton Orient","£6.84m",29,"2015-04-15"
"Colchester United","£4.03m",29,"2015-04-15"
"Scunthorpe United","£4.23m",28,"2015-04-15"
"Bradford City","£5.13m",22,"2015-04-15"
"Port Vale FC","£3.56m",28,"2015-04-15"
"Crawley Town","£4.57m",27,"2015-04-15"
"Exeter City","£3.47m",28,"2015-04-15"
"Newport County","£1.13m",23,"2015-04-15"
"Southend United","£3.17m",27,"2015-04-15"
"Cheltenham Town","£2.86m",28,"2015-04-15"
"Cambridge United","£2.25m",27,"2015-04-15"
"Carlisle United","£3.42m",28,"2015-04-15"
"Stevenage FC","£2.39m",31,"2015-04-15"
"Forest Green Rovers","£1.78m",23,"2015-04-15"
"Walsall FC","£2.90m",26,"2015-04-15"
"Harrogate Town","£2.12m",38,"2015-04-15"
