"Team","Value","Squad size","Date"
"Liverpool FC","£217.35m",23,"2013-03-15"
"Manchester City","£389.93m",24,"2013-03-15"
"Chelsea FC","£348.08m",24,"2013-03-15"
"Manchester United","£379.13m",26,"2013-03-15"
"Tottenham Hotspur","£239.85m",23,"2013-03-15"
"Arsenal FC","£253.35m",24,"2013-03-15"
"Everton FC","£123.98m",23,"2013-03-15"
"Leicester City","£24.17m",26,"2013-03-15"
"Wolverhampton Wanderers","£43.88m",30,"2013-03-15"
"Aston Villa","£97.20m",28,"2013-03-15"
"West Ham United","£84.15m",24,"2013-03-15"
"Newcastle United","£156.15m",28,"2013-03-15"
"Brighton & Hove Albion","£22.10m",30,"2013-03-15"
"Southampton FC","£69.75m",24,"2013-03-15"
"Crystal Palace","£30.83m",29,"2013-03-15"
"Fulham FC","£70.43m",26,"2013-03-15"
"Leeds United","£16.65m",23,"2013-03-15"
"Sheffield United","£8.17m",27,"2013-03-15"
"Burnley FC","£20.88m",25,"2013-03-15"
"West Bromwich Albion","£78.53m",24,"2013-03-15"
