"Team","Value","Squad size","Date"
"Liverpool FC","£329.63m",30,"2016-05-01"
"Manchester City","£451.58m",24,"2016-05-01"
"Chelsea FC","£446.18m",26,"2016-05-01"
"Manchester United","£376.43m",30,"2016-05-01"
"Tottenham Hotspur","£281.25m",22,"2016-05-01"
"Arsenal FC","£396.00m",28,"2016-05-01"
"Everton FC","£210.60m",27,"2016-05-01"
"Leicester City","£114.30m",23,"2016-05-01"
"Wolverhampton Wanderers","£21.29m",26,"2016-05-01"
"Aston Villa","£94.73m",25,"2016-05-01"
"West Ham United","£154.80m",25,"2016-05-01"
"Newcastle United","£163.35m",31,"2016-05-01"
"Brighton & Hove Albion","£31.28m",28,"2016-05-01"
"Southampton FC","£186.08m",26,"2016-05-01"
"Crystal Palace","£113.18m",28,"2016-05-01"
"Fulham FC","£36.81m",29,"2016-05-01"
"Leeds United","£21.33m",23,"2016-05-01"
"Sheffield United","£10.37m",28,"2016-05-01"
"Burnley FC","£44.78m",26,"2016-05-01"
"West Bromwich Albion","£90.90m",23,"2016-05-01"
