"Team","Value","Squad size","Date"
"Hull City","£30.24m",28,"2010-11-15"
"Ipswich Town","£21.20m",28,"2010-11-15"
"Blackpool FC","£24.14m",31,"2010-11-15"
"Sunderland AFC","£93.83m",23,"2010-11-15"
"Charlton Athletic","£9.23m",28,"2010-11-15"
"Shrewsbury Town","£5.22m",28,"2010-11-15"
"Fleetwood Town","£2.34m",37,"2010-11-15"
"Milton Keynes Dons","£6.17m",26,"2010-11-15"
"Oxford United","£3.11m",26,"2010-11-15"
"Wigan Athletic","£64.80m",23,"2010-11-15"
"Swindon Town","£5.42m",26,"2010-11-15"
"Doncaster Rovers","£11.54m",26,"2010-11-15"
"Portsmouth FC","£23.90m",24,"2010-11-15"
"Burton Albion","£3.56m",28,"2010-11-15"
"Gillingham FC","£4.52m",30,"2010-11-15"
"Bristol Rovers","£5.51m",23,"2010-11-15"
"Northampton Town","£3.31m",24,"2010-11-15"
"Plymouth Argyle","£12.38m",30,"2010-11-15"
"Lincoln City","£3.24m",29,"2010-11-15"
"Peterborough United","£7.72m",25,"2010-11-15"
"Rochdale AFC","£3.65m",28,"2010-11-15"
"Crewe Alexandra","£1.98m",26,"2010-11-15"
"AFC Wimbledon","£293Th.",26,"2010-11-15"
"Accrington Stanley","£1.35m",26,"2010-11-15"
