"Team","Value","Squad size","Date"
"AFC Bournemouth","£5.20m",34,"2012-07-01"
"Norwich City","£48.15m",27,"2012-07-01"
"Watford FC","£10.44m",25,"2012-07-01"
"Brentford FC","£4.57m",24,"2012-07-01"
"Cardiff City","£18.72m",30,"2012-07-01"
"Bristol City","£11.93m",23,"2012-07-01"
"Swansea City","£59.40m",27,"2012-07-01"
"Stoke City","£73.04m",29,"2012-07-01"
"Reading FC","£17.19m",26,"2012-07-01"
"Blackburn Rovers","£56.70m",27,"2012-07-01"
"Nottingham Forest","£17.33m",22,"2012-07-01"
"Middlesbrough FC","£24.37m",26,"2012-07-01"
"Derby County","£11.16m",27,"2012-07-01"
"Huddersfield Town","£10.31m",30,"2012-07-01"
"Birmingham City","£24.41m",22,"2012-07-01"
"Millwall FC","£12.69m",27,"2012-07-01"
"Sheffield Wednesday","£10.46m",24,"2012-07-01"
"Preston North End","£7.27m",31,"2012-07-01"
"Queens Park Rangers","£66.15m",35,"2012-07-01"
"Barnsley FC","£8.15m",24,"2012-07-01"
"Luton Town","£1.15m",28,"2012-07-01"
"Coventry City","£9.00m",24,"2012-07-01"
"Rotherham United","£3.08m",21,"2012-07-01"
"Wycombe Wanderers","£4.07m",28,"2012-07-01"
