"Team","Value","Squad size","Date"
"AFC Bournemouth","£3.89m",30,"2012-01-15"
"Norwich City","£25.97m",26,"2012-01-15"
"Watford FC","£13.52m",26,"2012-01-15"
"Brentford FC","£4.61m",27,"2012-01-15"
"Stoke City","£98.10m",29,"2012-01-15"
"Bristol City","£22.05m",31,"2012-01-15"
"Nottingham Forest","£26.91m",28,"2012-01-15"
"Swansea City","£38.48m",29,"2012-01-15"
"Blackburn Rovers","£71.01m",30,"2012-01-15"
"Reading FC","£16.88m",32,"2012-01-15"
"Cardiff City","£25.81m",29,"2012-01-15"
"Middlesbrough FC","£27.56m",27,"2012-01-15"
"Huddersfield Town","£8.96m",28,"2012-01-15"
"Birmingham City","£31.97m",24,"2012-01-15"
"Derby County","£10.98m",26,"2012-01-15"
"Millwall FC","£9.90m",30,"2012-01-15"
"Preston North End","£9.02m",29,"2012-01-15"
"Sheffield Wednesday","£11.86m",25,"2012-01-15"
"Queens Park Rangers","£59.49m",35,"2012-01-15"
"Barnsley FC","£10.10m",26,"2012-01-15"
"Luton Town","£1.15m",27,"2012-01-15"
"Coventry City","£8.87m",24,"2012-01-15"
"Rotherham United","£2.84m",23,"2012-01-15"
"Wycombe Wanderers","£4.28m",26,"2012-01-15"
