"Team","Value","Squad size","Date"
"Salford City","£473Th.",10,"2015-01-01"
"Bolton Wanderers","£26.06m",31,"2015-01-01"
"Oldham Athletic","£5.09m",27,"2015-01-01"
"Barrow AFC","£923Th.",26,"2015-01-01"
"Morecambe FC","£1.82m",24,"2015-01-01"
"Mansfield Town","£1.94m",25,"2015-01-01"
"Tranmere Rovers","£2.90m",25,"2015-01-01"
"Grimsby Town","£788Th.",23,"2015-01-01"
"Leyton Orient","£7.65m",25,"2015-01-01"
"Colchester United","£2.90m",25,"2015-01-01"
"Scunthorpe United","£4.61m",31,"2015-01-01"
"Bradford City","£4.91m",23,"2015-01-01"
"Port Vale FC","£3.67m",26,"2015-01-01"
"Crawley Town","£2.77m",20,"2015-01-01"
"Exeter City","£3.15m",26,"2015-01-01"
"Newport County","£1.33m",23,"2015-01-01"
"Southend United","£2.45m",24,"2015-01-01"
"Cheltenham Town","£1.98m",24,"2015-01-01"
"Cambridge United","£1.89m",30,"2015-01-01"
"Carlisle United","£3.56m",25,"2015-01-01"
"Stevenage FC","£2.03m",27,"2015-01-01"
"Forest Green Rovers","£2.00m",24,"2015-01-01"
"Walsall FC","£2.90m",26,"2015-01-01"
"Harrogate Town","£2.14m",38,"2015-01-01"
