"","Team","Value","Squad size","Date"
"1","Liverpool FC","€451.50m",29,"2017-09-15"
"2","Manchester City","€588.50m",21,"2017-09-15"
"3","Chelsea FC","€614.40m",26,"2017-09-15"
"4","Manchester United","€565.75m",25,"2017-09-15"
"5","Tottenham Hotspur","€492.25m",24,"2017-09-15"
"6","Arsenal FC","€513.00m",26,"2017-09-15"
"7","Everton FC","€321.50m",30,"2017-09-15"
"8","Leicester City","€243.50m",26,"2017-09-15"
"9","Wolverhampton Wanderers","€72.18m",28,"2017-09-15"
"10","Aston Villa","€93.50m",28,"2017-09-15"
"11","West Ham United","€218.40m",24,"2017-09-15"
"12","Newcastle United","€131.25m",26,"2017-09-15"
"13","Southampton FC","€249.60m",27,"2017-09-15"
"14","Brighton & Hove Albion","€94.05m",29,"2017-09-15"
"15","Fulham FC","€54.90m",24,"2017-09-15"
"16","Crystal Palace","€188.10m",28,"2017-09-15"
"17","Leeds United","€36.95m",26,"2017-09-15"
"18","Sheffield United","€10.25m",27,"2017-09-15"
"19","Burnley FC","€82.75m",24,"2017-09-15"
"20","West Bromwich Albion","€143.75m",22,"2017-09-15"
