"Team","Value","Squad size","Date"
"Salford City","-",1,"2012-08-15"
"Southend United","£3.44m",23,"2012-08-15"
"Bolton Wanderers","£50.67m",30,"2012-08-15"
"Oldham Athletic","£3.62m",23,"2012-08-15"
"Tranmere Rovers","£1.62m",22,"2012-08-15"
"Morecambe FC","£2.39m",24,"2012-08-15"
"Grimsby Town","£1.31m",19,"2012-08-15"
"Colchester United","£4.68m",24,"2012-08-15"
"Leyton Orient","£4.05m",23,"2012-08-15"
"Mansfield Town","£2.25m",26,"2012-08-15"
"Bradford City","£4.01m",23,"2012-08-15"
"Scunthorpe United","£2.86m",19,"2012-08-15"
"Barrow AFC","£585Th.",15,"2012-08-15"
"Port Vale FC","£1.94m",23,"2012-08-15"
"Cheltenham Town","£1.67m",19,"2012-08-15"
"Exeter City","£3.80m",20,"2012-08-15"
"Carlisle United","£3.38m",22,"2012-08-15"
"Crawley Town","£2.93m",23,"2012-08-15"
"Newport County","£1.13m",19,"2012-08-15"
"Cambridge United","£518Th.",27,"2012-08-15"
"Walsall FC","£2.39m",19,"2012-08-15"
"Forest Green Rovers","£1.35m",24,"2012-08-15"
"Stevenage FC","£3.49m",18,"2012-08-15"
"Harrogate Town","£1.04m",28,"2012-08-15"
