"Team","Value","Squad size","Date"
"Salford City","£720Th.",20,"2017-05-01"
"Southend United","£4.68m",26,"2017-05-01"
"Bolton Wanderers","£12.56m",26,"2017-05-01"
"Oldham Athletic","£3.89m",27,"2017-05-01"
"Tranmere Rovers","£1.67m",30,"2017-05-01"
"Morecambe FC","£1.85m",19,"2017-05-01"
"Grimsby Town","£2.41m",29,"2017-05-01"
"Colchester United","£3.58m",28,"2017-05-01"
"Leyton Orient","£4.12m",28,"2017-05-01"
"Mansfield Town","£3.24m",28,"2017-05-01"
"Bradford City","£4.75m",27,"2017-05-01"
"Scunthorpe United","£5.40m",25,"2017-05-01"
"Barrow AFC","£653Th.",25,"2017-05-01"
"Port Vale FC","£4.50m",34,"2017-05-01"
"Cheltenham Town","£1.69m",24,"2017-05-01"
"Exeter City","£3.67m",32,"2017-05-01"
"Carlisle United","£3.06m",27,"2017-05-01"
"Crawley Town","£2.79m",23,"2017-05-01"
"Newport County","£2.36m",32,"2017-05-01"
"Cambridge United","£2.70m",26,"2017-05-01"
"Walsall FC","£3.53m",25,"2017-05-01"
"Forest Green Rovers","£1.89m",25,"2017-05-01"
"Stevenage FC","£2.34m",27,"2017-05-01"
"Harrogate Town","£1.26m",29,"2017-05-01"
