"","Team","Value","Squad size","Date"
"1","Salford City","€700Th.",20,"2016-09-15"
"2","Southend United","€5.53m",23,"2016-09-15"
"3","Bolton Wanderers","€17.90m",24,"2016-09-15"
"4","Oldham Athletic","€4.50m",26,"2016-09-15"
"5","Tranmere Rovers","€1.10m",21,"2016-09-15"
"6","Morecambe FC","€2.38m",22,"2016-09-15"
"7","Grimsby Town","€2.45m",26,"2016-09-15"
"8","Colchester United","€2.98m",26,"2016-09-15"
"9","Leyton Orient","€5.55m",26,"2016-09-15"
"10","Mansfield Town","€2.63m",23,"2016-09-15"
"11","Bradford City","€6.30m",25,"2016-09-15"
"12","Scunthorpe United","€5.15m",26,"2016-09-15"
"13","Barrow AFC","€850Th.",23,"2016-09-15"
"14","Port Vale FC","€4.88m",30,"2016-09-15"
"15","Cheltenham Town","€1.38m",23,"2016-09-15"
"16","Exeter City","€4.13m",31,"2016-09-15"
"17","Carlisle United","€2.70m",22,"2016-09-15"
"18","Crawley Town","€3.33m",25,"2016-09-15"
"19","Newport County","€2.05m",26,"2016-09-15"
"20","Cambridge United","€2.98m",26,"2016-09-15"
"21","Walsall FC","€3.23m",26,"2016-09-15"
"22","Forest Green Rovers","€2.25m",25,"2016-09-15"
"23","Stevenage FC","€2.63m",27,"2016-09-15"
"24","Harrogate Town","€3.45m",50,"2016-09-15"
