"Team","Value","Squad size","Date"
"Hull City","£80.78m",26,"2015-02-15"
"Ipswich Town","£14.13m",23,"2015-02-15"
"Blackpool FC","£9.16m",31,"2015-02-15"
"Sunderland AFC","£76.05m",22,"2015-02-15"
"Charlton Athletic","£19.31m",31,"2015-02-15"
"Shrewsbury Town","£3.69m",23,"2015-02-15"
"Fleetwood Town","£3.33m",27,"2015-02-15"
"Milton Keynes Dons","£7.02m",24,"2015-02-15"
"Oxford United","£2.23m",29,"2015-02-15"
"Wigan Athletic","£35.35m",28,"2015-02-15"
"Swindon Town","£2.84m",25,"2015-02-15"
"Doncaster Rovers","£5.31m",25,"2015-02-15"
"Portsmouth FC","£4.43m",26,"2015-02-15"
"Burton Albion","£1.97m",24,"2015-02-15"
"Gillingham FC","£2.34m",26,"2015-02-15"
"Bristol Rovers","£1.46m",25,"2015-02-15"
"Northampton Town","£3.78m",23,"2015-02-15"
"Plymouth Argyle","£2.00m",24,"2015-02-15"
"Lincoln City","£540Th.",24,"2015-02-15"
"Peterborough United","£5.20m",22,"2015-02-15"
"Rochdale AFC","£2.86m",24,"2015-02-15"
"Crewe Alexandra","£2.63m",26,"2015-02-15"
"AFC Wimbledon","£1.94m",28,"2015-02-15"
"Accrington Stanley","£1.19m",23,"2015-02-15"
