"Team","Value","Squad size","Date"
"Salford City","£563Th.",11,"2015-03-15"
"Southend United","£2.95m",24,"2015-03-15"
"Bolton Wanderers","£24.48m",32,"2015-03-15"
"Oldham Athletic","£4.66m",25,"2015-03-15"
"Tranmere Rovers","£3.38m",27,"2015-03-15"
"Morecambe FC","£1.78m",23,"2015-03-15"
"Grimsby Town","£900Th.",25,"2015-03-15"
"Colchester United","£3.31m",28,"2015-03-15"
"Leyton Orient","£6.53m",29,"2015-03-15"
"Mansfield Town","£1.78m",27,"2015-03-15"
"Bradford City","£5.31m",24,"2015-03-15"
"Scunthorpe United","£3.53m",26,"2015-03-15"
"Barrow AFC","£1.19m",29,"2015-03-15"
"Port Vale FC","£2.84m",24,"2015-03-15"
"Cheltenham Town","£2.86m",27,"2015-03-15"
"Exeter City","£3.29m",26,"2015-03-15"
"Carlisle United","£3.87m",28,"2015-03-15"
"Crawley Town","£3.80m",25,"2015-03-15"
"Newport County","£1.24m",23,"2015-03-15"
"Walsall FC","£2.79m",24,"2015-03-15"
"Forest Green Rovers","£1.78m",23,"2015-03-15"
"Stevenage FC","£2.25m",30,"2015-03-15"
"Cambridge United","£2.48m",28,"2015-03-15"
"Harrogate Town","£2.14m",38,"2015-03-15"
