"Team","Value","Squad size","Date"
"Ipswich Town","£19.04m",29,"2018-02-01"
"Hull City","£65.07m",32,"2018-02-01"
"Sunderland AFC","£43.88m",26,"2018-02-01"
"Blackpool FC","£4.03m",28,"2018-02-01"
"Charlton Athletic","£8.33m",25,"2018-02-01"
"Milton Keynes Dons","£7.29m",28,"2018-02-01"
"Portsmouth FC","£4.61m",25,"2018-02-01"
"Fleetwood Town","£4.57m",29,"2018-02-01"
"Shrewsbury Town","£3.08m",26,"2018-02-01"
"Swindon Town","£3.02m",30,"2018-02-01"
"Oxford United","£7.36m",32,"2018-02-01"
"Wigan Athletic","£11.43m",32,"2018-02-01"
"Lincoln City","£2.72m",25,"2018-02-01"
"Doncaster Rovers","£3.35m",30,"2018-02-01"
"Gillingham FC","£3.51m",29,"2018-02-01"
"Bristol Rovers","£2.66m",23,"2018-02-01"
"Plymouth Argyle","£4.01m",28,"2018-02-01"
"Burton Albion","£8.78m",24,"2018-02-01"
"Crewe Alexandra","£2.21m",30,"2018-02-01"
"Northampton Town","£7.67m",33,"2018-02-01"
"Peterborough United","£4.19m",28,"2018-02-01"
"Rochdale AFC","£4.19m",29,"2018-02-01"
"AFC Wimbledon","£3.78m",29,"2018-02-01"
"Accrington Stanley","£1.73m",23,"2018-02-01"
