"Team","Value","Squad size","Date"
"Liverpool FC","£229.95m",25,"2013-06-01"
"Manchester City","£391.28m",25,"2013-06-01"
"Chelsea FC","£353.93m",26,"2013-06-01"
"Manchester United","£399.83m",29,"2013-06-01"
"Tottenham Hotspur","£248.40m",27,"2013-06-01"
"Arsenal FC","£260.10m",27,"2013-06-01"
"Everton FC","£123.98m",23,"2013-06-01"
"Leicester City","£26.42m",29,"2013-06-01"
"Wolverhampton Wanderers","£45.45m",35,"2013-06-01"
"Aston Villa","£98.55m",28,"2013-06-01"
"West Ham United","£72.23m",23,"2013-06-01"
"Newcastle United","£160.20m",30,"2013-06-01"
"Southampton FC","£73.62m",29,"2013-06-01"
"Brighton & Hove Albion","£19.89m",31,"2013-06-01"
"Fulham FC","£74.25m",28,"2013-06-01"
"Crystal Palace","£18.23m",26,"2013-06-01"
"Leeds United","£19.67m",29,"2013-06-01"
"Sheffield United","£8.69m",27,"2013-06-01"
"Burnley FC","£19.08m",29,"2013-06-01"
"West Bromwich Albion","£81.45m",26,"2013-06-01"
