"Team","Value","Squad size","Date"
"Salford City","£585Th.",25,"2018-02-01"
"Southend United","£4.86m",26,"2018-02-01"
"Bolton Wanderers","£11.79m",24,"2018-02-01"
"Oldham Athletic","£6.46m",28,"2018-02-01"
"Tranmere Rovers","£1.67m",28,"2018-02-01"
"Morecambe FC","£2.41m",27,"2018-02-01"
"Grimsby Town","£2.95m",30,"2018-02-01"
"Colchester United","£2.72m",24,"2018-02-01"
"Leyton Orient","£2.36m",31,"2018-02-01"
"Mansfield Town","£3.83m",28,"2018-02-01"
"Bradford City","£4.97m",35,"2018-02-01"
"Scunthorpe United","£6.08m",28,"2018-02-01"
"Barrow AFC","£1.01m",18,"2018-02-01"
"Port Vale FC","£2.16m",34,"2018-02-01"
"Cheltenham Town","£2.48m",27,"2018-02-01"
"Exeter City","£3.85m",34,"2018-02-01"
"Carlisle United","£2.41m",27,"2018-02-01"
"Crawley Town","£2.72m",25,"2018-02-01"
"Newport County","£2.16m",26,"2018-02-01"
"Walsall FC","£4.03m",23,"2018-02-01"
"Forest Green Rovers","£2.41m",33,"2018-02-01"
"Stevenage FC","£1.80m",29,"2018-02-01"
"Cambridge United","£2.34m",25,"2018-02-01"
"Harrogate Town","£765Th.",24,"2018-02-01"
