"Team","Value","Squad size","Date"
"Liverpool FC","£994.14m",28,"2021-01-15"
"Manchester City","£957.87m",25,"2021-01-15"
"Chelsea FC","£744.35m",29,"2021-01-15"
"Manchester United","£688.82m",30,"2021-01-15"
"Tottenham Hotspur","£663.44m",28,"2021-01-15"
"Arsenal FC","£504.63m",28,"2021-01-15"
"Everton FC","£458.37m",29,"2021-01-15"
"Leicester City","£432.45m",26,"2021-01-15"
"Wolverhampton Wanderers","£380.34m",26,"2021-01-15"
"Aston Villa","£293.67m",27,"2021-01-15"
"West Ham United","£236.57m",23,"2021-01-15"
"Newcastle United","£241.25m",29,"2021-01-15"
"Brighton & Hove Albion","£220.73m",30,"2021-01-15"
"Southampton FC","£215.01m",26,"2021-01-15"
"Crystal Palace","£189.88m",29,"2021-01-15"
"Fulham FC","£194.67m",29,"2021-01-15"
"Leeds United","£175.97m",29,"2021-01-15"
"Sheffield United","£155.07m",28,"2021-01-15"
"Burnley FC","£136.87m",26,"2021-01-15"
"West Bromwich Albion","£103.19m",28,"2021-01-15"
