"","Team","Value","Squad size","Date"
"1","Hull City","€25.90m",27,"2011-11-01"
"2","Ipswich Town","€32.25m",29,"2011-11-01"
"3","Blackpool FC","€28.25m",31,"2011-11-01"
"4","Sunderland AFC","€107.45m",26,"2011-11-01"
"5","Shrewsbury Town","€3.50m",20,"2011-11-01"
"6","Charlton Athletic","€10.95m",29,"2011-11-01"
"7","Fleetwood Town","€750Th.",33,"2011-11-01"
"8","Milton Keynes Dons","€7.80m",24,"2011-11-01"
"9","Oxford United","€5.23m",26,"2011-11-01"
"10","Wigan Athletic","€67.80m",24,"2011-11-01"
"11","Swindon Town","€5.45m",31,"2011-11-01"
"12","Doncaster Rovers","€20.60m",31,"2011-11-01"
"13","Portsmouth FC","€26.48m",21,"2011-11-01"
"14","Burton Albion","€3.45m",29,"2011-11-01"
"15","Gillingham FC","€4.35m",28,"2011-11-01"
"16","Bristol Rovers","€4.38m",27,"2011-11-01"
"17","Plymouth Argyle","€3.50m",25,"2011-11-01"
"18","Northampton Town","€3.50m",29,"2011-11-01"
"19","Lincoln City","€1.53m",26,"2011-11-01"
"20","Peterborough United","€6.80m",23,"2011-11-01"
"21","Rochdale AFC","€5.93m",26,"2011-11-01"
"22","Crewe Alexandra","€1.00m",26,"2011-11-01"
"23","AFC Wimbledon","€775Th.",24,"2011-11-01"
"24","Accrington Stanley","€2.23m",26,"2011-11-01"
