"Team","Value","Squad size","Date"
"Salford City","£90Th.",4,"2014-01-15"
"Southend United","£2.95m",25,"2014-01-15"
"Bolton Wanderers","£32.81m",24,"2014-01-15"
"Oldham Athletic","£5.15m",27,"2014-01-15"
"Tranmere Rovers","£3.38m",26,"2014-01-15"
"Morecambe FC","£1.96m",22,"2014-01-15"
"Grimsby Town","£1.01m",22,"2014-01-15"
"Colchester United","£3.44m",25,"2014-01-15"
"Leyton Orient","£4.61m",24,"2014-01-15"
"Mansfield Town","£1.10m",28,"2014-01-15"
"Bradford City","£6.10m",25,"2014-01-15"
"Scunthorpe United","£5.04m",29,"2014-01-15"
"Barrow AFC","£540Th.",23,"2014-01-15"
"Port Vale FC","£3.31m",25,"2014-01-15"
"Cheltenham Town","£1.42m",20,"2014-01-15"
"Exeter City","£3.40m",25,"2014-01-15"
"Carlisle United","£3.29m",26,"2014-01-15"
"Crawley Town","£2.97m",23,"2014-01-15"
"Newport County","£1.37m",24,"2014-01-15"
"Cambridge United","£765Th.",26,"2014-01-15"
"Walsall FC","£3.60m",26,"2014-01-15"
"Forest Green Rovers","£1.28m",28,"2014-01-15"
"Stevenage FC","£4.05m",27,"2014-01-15"
"Harrogate Town","£2.00m",34,"2014-01-15"
