"","Team","Value","Squad size","Date"
"1","Salford City","€100Th.",5,"2014-03-15"
"2","Southend United","€3.45m",26,"2014-03-15"
"3","Bolton Wanderers","€38.90m",27,"2014-03-15"
"4","Oldham Athletic","€5.15m",27,"2014-03-15"
"5","Tranmere Rovers","€2.85m",22,"2014-03-15"
"6","Morecambe FC","€2.28m",24,"2014-03-15"
"7","Grimsby Town","€725Th.",22,"2014-03-15"
"8","Colchester United","€3.65m",24,"2014-03-15"
"9","Leyton Orient","€6.83m",25,"2014-03-15"
"10","Mansfield Town","€1.18m",28,"2014-03-15"
"11","Bradford City","€6.43m",26,"2014-03-15"
"12","Scunthorpe United","€4.45m",29,"2014-03-15"
"13","Barrow AFC","€600Th.",20,"2014-03-15"
"14","Port Vale FC","€3.83m",26,"2014-03-15"
"15","Cheltenham Town","€1.93m",21,"2014-03-15"
"16","Exeter City","€2.98m",24,"2014-03-15"
"17","Carlisle United","€3.45m",25,"2014-03-15"
"18","Crawley Town","€3.68m",22,"2014-03-15"
"19","Newport County","€2.18m",27,"2014-03-15"
"20","Cambridge United","€450Th.",25,"2014-03-15"
"21","Walsall FC","€4.70m",27,"2014-03-15"
"22","Forest Green Rovers","€1.65m",26,"2014-03-15"
"23","Stevenage FC","€4.38m",27,"2014-03-15"
"24","Harrogate Town","€2.23m",34,"2014-03-15"
