"","Team","Value","Squad size","Date"
"1","AFC Bournemouth","€3.93m",27,"2010-11-15"
"2","Norwich City","€17.35m",27,"2010-11-15"
"3","Watford FC","€10.60m",25,"2010-11-15"
"4","Brentford FC","€7.15m",26,"2010-11-15"
"5","Cardiff City","€32.30m",25,"2010-11-15"
"6","Bristol City","€20.70m",29,"2010-11-15"
"7","Swansea City","€21.80m",32,"2010-11-15"
"8","Reading FC","€19.78m",26,"2010-11-15"
"9","Stoke City","€82.00m",25,"2010-11-15"
"10","Blackburn Rovers","€73.25m",22,"2010-11-15"
"11","Nottingham Forest","€25.30m",25,"2010-11-15"
"12","Middlesbrough FC","€41.80m",27,"2010-11-15"
"13","Derby County","€15.85m",34,"2010-11-15"
"14","Huddersfield Town","€11.10m",25,"2010-11-15"
"15","Birmingham City","€74.05m",24,"2010-11-15"
"16","Millwall FC","€11.08m",26,"2010-11-15"
"17","Sheffield Wednesday","€16.33m",23,"2010-11-15"
"18","Preston North End","€14.13m",31,"2010-11-15"
"19","Queens Park Rangers","€31.10m",30,"2010-11-15"
"20","Barnsley FC","€16.85m",28,"2010-11-15"
"21","Luton Town","€1.98m",31,"2010-11-15"
"22","Coventry City","€15.53m",29,"2010-11-15"
"23","Rotherham United","€2.83m",24,"2010-11-15"
"24","Wycombe Wanderers","€3.80m",24,"2010-11-15"
