"Team","Value","Squad size","Date"
"AFC Bournemouth","£79.92m",28,"2016-03-01"
"Norwich City","£84.47m",28,"2016-03-01"
"Watford FC","£95.85m",27,"2016-03-01"
"Brentford FC","£18.74m",27,"2016-03-01"
"Stoke City","£123.98m",25,"2016-03-01"
"Bristol City","£15.08m",22,"2016-03-01"
"Nottingham Forest","£34.38m",28,"2016-03-01"
"Swansea City","£103.59m",24,"2016-03-01"
"Blackburn Rovers","£25.22m",26,"2016-03-01"
"Reading FC","£36.68m",27,"2016-03-01"
"Cardiff City","£37.04m",30,"2016-03-01"
"Middlesbrough FC","£53.60m",27,"2016-03-01"
"Huddersfield Town","£13.82m",25,"2016-03-01"
"Birmingham City","£15.23m",26,"2016-03-01"
"Derby County","£48.65m",26,"2016-03-01"
"Millwall FC","£6.57m",23,"2016-03-01"
"Preston North End","£10.26m",26,"2016-03-01"
"Sheffield Wednesday","£38.52m",28,"2016-03-01"
"Queens Park Rangers","£37.44m",30,"2016-03-01"
"Barnsley FC","£3.15m",28,"2016-03-01"
"Luton Town","£4.73m",30,"2016-03-01"
"Coventry City","£8.84m",29,"2016-03-01"
"Rotherham United","£12.62m",29,"2016-03-01"
"Wycombe Wanderers","£2.09m",21,"2016-03-01"
